courseId,id,title,titleDescription,owner,ownerDescription,videoLength,students
A39,618c94c13a0b8d00073756e9,GA4 新手完全攻略！用數據分析下商業決策,2022 最新 GA4 線上課程，行銷人必學數據分析工具：GA4 從零上手！白話解析 Ｘ 情境案例 Ｘ 上機操作，Google 官方論壇解答王黃道育，帶你一次看懂 App 與網頁數據，了解消費者在你的網站使用行為，找到下一波成長商機！掌握完整 GA4 基礎操作，讓你行銷決策不再靠直覺！,數位時代,《數位時代》跨越數位與傳統紙本媒體，聚焦科技財經領域的「新趨勢、新觀念、新人物和新商業模式」的報導。現今已成為橫跨平面與數位載體、結合內容與社群聚集、並且提供知識學習服務的科技媒體品牌；繼續為讀者尋找新經濟的下一個關鍵，為下一步發展預作準備。,13863,856
A40,6005390f5d6fe07c88a7c2f8,需求讀心術：活用質性訪談與分析洞察人心,需求讀心術將以質性研究觀點出發，融合實務經驗提煉出思維原則與操作指南，協助你有架構地讀取消費者內心深處的「為什麼」，找到產品、服務、品牌成功推進的關鍵。,奧沃市場趨勢顧問,奧沃市場趨勢顧問專精於兩岸市場的未來生活與消費趨勢研究，特別擅長以質性研究手法，釐清消費者內心的想望與動機，協助企業及早掌握潛在消費族群的生活脈絡與需求特徵，以投入具備商業可行性的創新研發行動。團隊持續進行深度訪談以及企業與消費者共創研究，提供國內大型企業初探消費需求、市場商機與研發評估服務，累積2000人次以上深度訪談，受訪者年齡橫跨 13 到 106歲，橫跨各類生活議題。,15807,279
A41,5f94e4a770a38a8694392cf7,王梓沅的 3D 英文筆記術：打造最強「說」「寫」英語資料庫,創勝文教共同創辦人王梓沅的 3D 英文筆記術課程，將破解母語人士在寫作／口說中的表達公式，讓你擺脫零散的單字單點式記憶，運用模組來學習英文、應用英文。,王梓沅 X 創勝文教,王梓沅老師擁有美國哥倫比亞大學、賓州大學雙常春藤名校的語言學習科學背景，致力於以第二語言習得理論為基礎，改變英語教育、幫助臺灣學生用更有效方式學英文。,15586,6545
A42,5cba784d6b6d4e0020dd1226,玩轉數據與資料：Excel VBA 入門教學,Excel VBA 入門課程，將從 Excel VBA 入門的環境設定開始，透過實作範例練習，帶領學生寫出想要的程式碼，學習迴圈雨判斷式的多結構混合應用，來進行數據與資料的處理分析。,SAM-LIN,"嗨，大家好，我是SAM。
擔任過研發工程師，也在好學校開過一些課程，想跟大家分享資訊，與我出社會後的在投資上的應用等等。",24179,981
A43,5c176b8411b27900205c5709,Looker Studio 視覺化數據分析,這堂課以淺顯易懂的方式教你如何使用 Google Data Studio 製作行銷視覺化報表，並結合 Google Analytics、SEO、Google 試算表等常見的行銷應用，讓你的分析表現能力更上一層樓。,樊志霆,網站分析背景出身，出社會後投入網路行銷領域超過10年，是台灣少數結合行銷、技術、數據三項領域的專家，專注於網站數據分析、網站開發、搜尋引擎優化、報表視覺化等實務面工作，也擅長將工作上寶貴的經驗轉化為淺顯易懂的課程，曾任多間知名企業的數據顧問、電商營運分析主管，現任知名跨境球鞋電商首席數據分析師。,22795,347
A44,5bbd66d33617e7001e55e839,設計色彩學：建立自己的色彩品味資料庫,色彩可以傳達意象、感染情緒，直接與人們的思緒溝通。學習配色的原則和邏輯，暸解色彩種類與配色技巧，善用色彩，讓你的版面、設計加倍升級，建立屬於自己的色彩品味資料庫。,馮宇,設計企劃公司「IF OFFICE」創意總監暨創辦人。擁有 20 年品牌設計經歷，專精於品牌規劃與全方位設計服務，同時於各企業組織、大專院校開設教育訓練與設計實務講座。,18985,2601
A45,5a1cf54016b785001ed44e79,總體經濟投資術：用數據分析清楚了解市場,總體經濟投資課程，學習如何從總體經濟預測不同國家或市場，並以以數據化的方式呈現經濟現象與做出投資預測。課程將從總體經濟的基礎常識開始，以研究總體經濟的思考邏輯做為實戰示範。教你如何找到正確資料，作為判斷市場狀況的實力。,鋒哥 ＆ Joe,"鋒哥：
大家好，我是李柏鋒，USA STOCK的作者，也是商周小資族學理財的專欄作家，之前曾經開過「小資族理財的第一堂入門課」，我的專長是美股與ETF投資，將會負責這堂課的理論部分，我規劃幾個單元來教會大家在實戰之前要先了解的總經知識，大家學會之後，看財經新聞就不會再一頭霧水了！

Joe：
大家好，我是 Joe，Strategy的作者。我的專長則是總體經濟和技術分析，負責這堂課投資實戰的部分。課程中我將透過許多簡單圖表，來教會大家初階總體經濟如何應用在投資操作。",6804,932
A46,62fc4df0d7557100070f72a4,雷浩斯｜20堂課教你存好股，打造投資現金流,價值投資法是穩定、可靠、也具有邏輯的投資方法。一般市面上的投資課程大多著重經驗分享，或是老師過往成功操作方法，學員聽完也無法複製、應用。這堂課，讓雷浩斯教你一套選股流程，帶你一步步成為成功價值投資人！,YOTTA 友讀,"台灣領先的線上教育品牌之一，提供設計、商業、科技、語言、生活五大領域線上課程。讓你用最小的時間和金錢成本，帶走多元新知識，探索職涯新可能。目前累積超過 600 堂線上課程，獲得逾 35 萬學員支持。

從興趣到專業，從夢想到實踐，自學路上有我們陪你一起，讓我們成為「陪你成長的學習夥伴」吧！",11821,5
A47,6130753a26d20b0006d48dfe,J Team 小學堂－英雄聯盟爬分 10 大重點,想提升《英雄聯盟》牌位嗎？由 PLANET9 與電競戰隊 J Team 合作，帶來職業等級的遊戲觀念指導；從選角、對線、營運、團戰等細節，掌握致勝關鍵，帶你更懂英雄聯盟！,PLANET9,PLANET9提供全球玩家全方位的遊戲體驗，從「組隊」、「找教練」到「賽事舉辦」等多元化服務；今年PLANET9更將著重於優質「電競課程」；在PLANET9平台上有來自世界各地教練所設計的電競課程，將針對不同級別玩家提供各種選擇，讓PLANET9能伴隨玩家「Master Your Play」顯示部份資訊,8962,98
A48,611dbe96be4b2d000699b345,小資入門籌碼課：提高短線操作勝率,"或許我們都認為小資族與大戶資源懸殊，怎麼可能追上他們呢？
那你就錯了！其實你擁有的比想像多！
這一次我們特別針對剛開始學習籌碼分析與操作的同學們，開設這堂小資族籌碼入門基礎實務課程。
我們將用小學生也聽得懂的邏輯加上數據佐證，告訴你籌碼背後真正的意義！",豹投資,"豹投資，專業投資人的邏輯整合大數據分析，成為多方投資策略的專業選股系統網站。
不管在財務面、市場面、籌碼面等多重分析面向，我們將數據統整為有理的分析焦點和簡單清楚的圖表，並方便投資人以各種方式導出。",18874,241
A49,61152dc3ef211d00067ff487,Google Apps Script 入門 - GAS 跨平台生活應用,"■【課程的核心重點只有一個】:了解如何用 Google apps script 跟自己擅長的軟體或裝置做溝通。(課程會使用到的是 GAS 、Line、EXCEL、試算表、網頁、MIT APP、免費伺服器)
■【課程簡短描述】:這堂課程並不會用到太難的程式，前面第一跟二章節會將重點放在基本的Google apps script 使用以及與試算表的互動，其中包含數組的使用，到了第三章開始逐漸進入課程核心，也就是 GAS 跟外部溝通互動，此章節會帶大家了解 GAS 是如何與外部做溝通，以及將各個簡短互動的範例放在此章節，進入到了第四章跟第五章，我們會開始嘗試做個範例，分別是會員資料庫的架構與地權券商的查找，這些範例一個是可以套用到自己身上，一個則是可以拿來直接使用，也可以加以更改這些檔案後再使用。",SAM-LIN,"嗨，大家好，我是SAM。
擔任過研發工程師，也在好學校開過一些課程，想跟大家分享資訊，與我出社會後的在投資上的應用等等。",33156,165
A50,60ffeb101f74d40006fe3fd8,看懂台灣四季氣候真相，成為業餘天氣之子,這門課將由擁有超過十年資歷的颱風小編們帶你了解天氣預報是怎麼產生的？如何看天氣預報？帶你探索台灣春、夏、秋、冬四季概略的天氣型態，破除「護國神山」的網路流言，帶你進入奇妙的地球科學領域！,台灣颱風論壇,"台灣颱風論壇，是台灣第一個提供天氣及颱風愛好者交流的平台，
除此之外，也提供即時、精準、快速的颱風解析及天氣資訊。
歡迎到我們的網站、粉專還有YT逛逛唷！
IG: typhoon_mi (佛系經營中)",17571,148
A51,60ed88d6b89d2300069ee963,新手開店0到1！餐飲創業成功必讀攻略術！,由一位行銷達人和三位餐飲領域各有專精的資深講師，用自身經驗和案例剖析，提供關於餐飲業在開店前、試營運、開店中到開店後的各種規劃知識、正確經營思維和心法，讓創業新手成功開啟人生第一家店！,617行銷筆記,"617行銷筆記，是為協助有心在商業行銷領域精進的人，準備的行銷觀點整理。
 
617創立的「Koobii廣告」，是台灣第一個校園行銷廣告公司。旗下產品有「Koobii高校誌」雜誌、「Koobii鬧大學」節目等。
 
2020年底創立「可樂研究社」內容電商，僅用一年的時間便達到社群粉絲數超過30萬人，營業額上千萬的兩性內容電商平台。
 
10年時間出版刊物近百本、影片製作上百支、公部門與校園演講達百場，旗下的品牌客戶超過百間。並協助名人、政治人物、企業、品牌客戶經營社群行銷。
 
此頻道期待透過10年的經驗，與創業者、經營者、行銷人員，以及對商業行銷有興趣的所有同好交流，一同成長！",13535,81
A52,60ed57916444da00061af44d,平面設計概論與流程：李君慈的視覺基礎課,視覺編排在生活中隨處可見，從一則貼文一份簡報到一張傳單或一張海報，所以學會基本編排邏輯思考是可以在生活上做出很多應用的。編排也是一切設計的基礎，無論包裝設計、書籍設計、海報設計、網頁設計，各種不同載體的編排都有不一樣需要注意的眉角，無論是你對平面設計感到興趣想再進入職場前，更加理解設計師的編排思維與流程，或是總是在各種情況，找不到自己喜歡的「公版」而想自己動手來的你，都非常適合這門課程。,李君慈,平面室的設計總監 、LADYBUG創辦人，設計範疇從書籍裝幀、品牌視覺規劃、影像視覺字體字幕設計、藝文展覽活動主視覺設計。,15789,914
A53,60b49206c0bb3056c3a6ee52,買房請注意，新成屋中古屋首購攻略,想買新成屋或中古屋，但怕被房仲騙？這門課會教你找到好房仲、搞懂房仲潛規則、解讀謄本與不動產說明書，並且善用談價心理學談出好價格！,陳宇凱," 擁有不動產經驗約10年左右，辦過200場以上講座分享，共累積1000位以上學員，協助100位以上房產諮詢經驗，並且成功協助30位學員買房
",17236,727
A54,60ac75ac0d23eab5008441f3,洞察行銷世代｜引領未來行銷的數據洞察思維,沒有私有數據、不會寫程式，一樣能運用數據做科學行銷，在人人都要會數位行銷的時代，讓 CJ Wang 利用匯集 16 年的數據應用經驗案例、分析工具列表，教你一堂不寫程式爬數據的數據課。透過數據腦思維養成，你將能培養數據腦的思考脈絡，行銷不再亂槍打鳥、決策更有底氣，更棒的是，還能快速提升團隊數位戰力、強化職場競爭力，為職能薪水加碼！,sowork,嗨，我是 CJ Wang，SoWork摘星社群行銷創辦人。擁有 10 年以上的奧美年資、歷經 16 年的行銷生涯。致力於研究外部內容數據，讓洞察賦能決策。,11919,307
A55,607280245075a45ba6da6b5c,場景透視學，我選 Procreate！,"透過手上的 iPad 結合 繪圖 App Procreate
用電繪獨特的畫法來了解每一種透視法的邏輯！
跟著諾米一步步畫
完成自己的場景透視邏輯圖！
",Nuomi,"是台灣少數擁有將空間的表現能力完美結合圖像插畫的插畫家。
以實際的景觀作為基本故事背景，讓大家可以透過作品感受到插畫家的獨特視角，空間視野的高低錯落，畫面巧妙的變化出攝影般的效果，作品因此傳遞出獨特的溫度與感動。",20518,2213
A56,602e35ead5b9f1537f5d0813,讓巴毛律師智財你！搞懂生活中的智慧財產權,"瞭解智慧財產權三大領域著作權、商標權、專利權的基本知識，在生活及工作上避免誤觸智財法界限，更懂得保護自已的權利。
",巴毛律師,曾經是部落客~後來轉行當律師，現職權麒法律事務所所長。擅長用接地氣、白話的方式跟民眾解釋難懂的法律問題，最大的成就感就是客戶眼神發光的說「我問了那麼多律師，你是唯一一個講話我聽得懂的」,8262,244
A57,602cb8934d67c5c890cd50aa,小資必學財報課：輕鬆看懂台美股,這堂課教你如何和價值投資大師一樣正確解讀財報，課程包含多個上市公司案例，確實演練核心財報解讀技巧，交叉比對驗證財報、清楚學會財報研讀的小陷阱，並學會法人用財報挑股的思維邏輯！,豹投資,"豹投資，專業投資人的邏輯整合大數據分析，成為多方投資策略的專業選股系統網站。
不管在財務面、市場面、籌碼面等多重分析面向，我們將數據統整為有理的分析焦點和簡單清楚的圖表，並方便投資人以各種方式導出。",12263,575
A58,5fb635ee49b97e603c00f6ca,日新麥克筆魔法：十支筆創造新視界－慕夏篇,日新設計學院的最強麥克筆技法！只需十隻筆就能完成的慕夏主題插畫課程，讓各位同學簡單就能夠深入了解麥克筆繪畫獨有的魅力！,日新設計,"大家好！我們是【日新設計團隊】！
【DAYNEW Design】我們已經成立 30 多年，是專門培養設計／繪畫相關的教學團隊，除了擁有【豐富的師資】外也有獨立的設計工作室，現在透過線上課，要正式在網路上跟大家見面啦～敬請期待
",10122,216
A59,5fb4be075889914b826fec27,堯中人像攝影創作：掌握光影發掘人像質感,「人像攝影創作」結合觀念解析、攝影心法、故事創作以及表達方式等融合而產出的影像作品，透過作品傳達自己對「美」的定義，成為與世間溝通的橋樑。本課程將會從堯中老師創作實務上的思維脈絡，帶領大家從0開始，一步一步告訴你人像創作的每個步驟、每個細節，張張都是好照片。,郭堯中 Nkwo,"「對畫面有多少要求，畫面就會給你多少回應。對拍攝有多少苛求，拍攝就會給你多少完美。」
擅長用影像表達靈魂深處的密碼，從不停下腳步，跟著時代提升，追求身為攝影師的極致表現。",16190,294
A60,5f589d0dfa2fe10a49d66aea,藝用解剖學 2 - 凝望透視之眼 360 度全視野攻略,講師教學經歷橫跨醫學院與藝術設計學院兩大領域，從眼球解剖結構到體表眼睛神韻，深入剖析靈魂之窗的全視角描繪技法。,鍾全斌,"曾任教於樹德科大、高雄大學、亞洲大學、台南應用科大等國內設計知名院校；現居海外，擔任廈門醫學院解剖室副教授，於醫學系、牙醫系開設課程。

作品獲德國紅點傳達設計獎Best of the Best獎、德國iF設計獎Winners Award、德國iF Concept Award 100-winners、入圍華沙海報雙年展、香港設計師協會環球設計大獎等國內外獎項。",64092,314
A61,5ef0a8a5775dea0566e6cb5f,Seagate 講堂 | 影像後製再現影像教你做履歷,由第 56 屆金馬最佳視覺效果獎的得主：「再現影像製作有限公司」，以從事影視特效產業多年的經驗，教你如何踏入產業，尋找職場生涯的自我定位，在影視特效製作中發揮自我專長！,Seagate講堂,希捷 Seagate 身為世界級硬碟品牌及資料儲存專家，不論在學生或創意專業人士領域皆投身己力，提供「值得信賴」且「穩定」的儲存解決方案，讓你的作品及資產獲得妥善管理。,2616,10933
A62,5ef0a2198e8212c4e6335387,Seagate 講堂 | 動態導演林呈軒教你做履歷,作為一間設計公司的經營者，以及在校兼課帶畢製班的老師，我每年都會過目上百封履歷，這堂課我將把這些過往經驗，歸納轉化為三大作品準備要點，帶領即將面臨求職的每一位新鮮人，不只是打造出好的作品集，進而連同投履歷的策略、安排作品閱覽的體驗，都能零失誤的從頭到尾兼顧，把握住每次機會不再後悔！,Seagate講堂,希捷 Seagate 身為世界級硬碟品牌及資料儲存專家，不論在學生或創意專業人士領域皆投身己力，提供「值得信賴」且「穩定」的儲存解決方案，讓你的作品及資產獲得妥善管理。,4117,10970
A63,5ef099ab678184065fd4d426,Seagate 講堂 | 平面設計師顏伯駿教你做履歷,本課講師顏伯駿，將運用多年的設計分析邏輯、品牌規劃經驗、商場心理學，藉由事前的調研、實戰準備中的自我分析、內容刪減、閱讀邏輯，到作品集完成後的書信來往以及應對進退的注意事項，點出準備者的盲點並緊抓面試者的心！,Seagate講堂,希捷 Seagate 身為世界級硬碟品牌及資料儲存專家，不論在學生或創意專業人士領域皆投身己力，提供「值得信賴」且「穩定」的儲存解決方案，讓你的作品及資產獲得妥善管理。,1963,17490
A64,5eb51dd784acddba03e920c1,大小數據如何協助影視創作,影視產業數據分析課程，教你如何區別大小數據，學習如何透過數據在劇本開發階段了解觀眾喜好，協助劇本創作；並學習如何在製作階段透過數據修改影片，以及制訂行銷素材,壹間學校,壹間學校由影視工作者 Yvonne 創辦，Yvonne 參與超過 50 部電影行銷，並曾於樂視影業擔任市場管理部總經理，協助其建立數據管理內容體系，完成一年發行 10 部影片步步破億的成績。期待透過壹間學校，將多年來系統化和數據化的創意管理經驗與所有內容工作者分享。,5943,139
A65,5e95c5b8845c8bf74c0102df,用戶x商業x數據 | UX‧三刀流產品體驗設計,《UX ‧ 三刀流》是一個以「運算思維」為基礎而實踐 UX 設計的一種設計思維，學習者可以透過《用戶流》、《商業流》、《數據流》等三種能力的了解與練習，掌握 UX 工作的專業技術與思維，在動態的商業環境中以此三種能力中併行思考、取捨、決策與行動，以達到優化產品以提升使用者體驗的目標。,UX‧三刀流 (温明輝),35% 網路創業者 + 35% 設計學院教授 + 20% UX 修行者與傳教士 + 10% 業餘期貨交易者.,56851,579
A66,5e2a980ee3832b00247239d0,職場必備的 Excel 關鍵技法－進階,想使用更聰明的方法處理資料嗎？這門課將介紹你幾個經典進階函數及實用功能，使同學在資料重整、加工、查找、多工計算及分析資料時更有效率！,Tina Wu,我是Tina Wu 👩🏻 在Hahow開設《台科EMBA年年爆滿的一門 Word課》《職場必備的Excel關鍵技法》，超過9000+名學生加入課程，並於各大專院校及企業擔任數位學習講師。 我喜歡從學生角度設計教材，希望循序漸進地，帶同學一起從基礎到純熟，挖掘 Word、PowerPoint 及 Excel中的寶藏 ✨跟著教學進度一起快樂學習，從細節中成就完美吧✨,15922,1991
A67,5d5cae47e779aa0021517460,創作你的療癒香草茶！百種風味搭配邏輯,自製香草茶課程，認識 33 種常見香草的風味特性與搭配邏輯，教你香草茶的沖泡技巧與飲用時機，帶你掌握購買香草與香草種植的知識，在家也能沖泡上百種不同風味的香草茶。,myhouse,"城邦出版集團「麥浩斯出版社」，經營生活風格相關書系近20年，旗下有《好吃》雜誌、「花草遊戲」兩大品牌，在意料理、烘焙、手作、園藝與家事，期待透過出版、講座、線上課程，分享知識與美好生活。
",5248,377
A68,5d53c7a5dc1b9100216ac229,超強印象！人與動物的 logo 設計課,"常常看到星巴克、Johnny Walker、Redbull、肯德基爺爺這樣有人或動物的 logo，但是實際創作時怎麼樣都畫不好、不夠生動或不知如何下手嗎？
和一般 logo 設計不同設計不同之處在於：你還缺乏了「人與動物 logo 製作技巧」及流程。
本課程特別融入「動畫界」的角色設計與動態的專業技術，讓動畫輔助平面，使 logo 更生動！
就讓有豐富品牌經驗的平行創意reqo creative邱博森總監，深入淺出的一步步拆解與傳授！",平行創意 reqo creative,"平行創意
reqo creative 總監邱博森於平面/品牌設計業界有十餘年經驗。也曾獲邀至實踐大學、世新大學評審與演講，並主辦了多場設計/動畫相關活動。
曾合作過的客戶與合作夥伴有：本色音樂-頑童116、鱷魚電蚊香、MSi微星、美國上市公司AOI、104人力銀行、深圳正佳國際影院、龍巖集團、小白兔唱片、CLBC展演空間、老樹咖啡......等知名品牌。
",22925,111
A69,5d3694487f99a20021f83a5d,托福口說拿分 4 原則｜發音、表達一把罩,"【你是否遇到這些問題？】
(1) 看到題目腦中空白
(2) 腦中有想法，講出來卻不自然
(3) 講20秒就沒內容
(4) 程度好，分數卻衝不起來？

",Kevin 英文不難,Podcast 主持人,13910,138
A70,5ca17cd572a72f002150ed9d,GA 從零上手！數位時代必學的數據行銷秘笈,GA 入門課程，帶你學習數位時代必備的數據行銷。課程將由淺入深介紹 GA 的操作技巧與指標，教你如何運用數據來追蹤網站成效，並透過數據找出網站需要優化的地方。課程也將使用大量案例作為範例，透過實戰，帶你更快上手，將 GA 應用在工作中。,數位時代,《數位時代》跨越數位與傳統紙本媒體，串連線上與線下的資訊傳遞與實體活動，打造「大社群時代」的科技媒體。,13012,1971
A71,5c7f583deb710500203b37f1,醫學簡報快製力,醫學簡報課程，學習製作易讀明瞭的醫學簡報。課程將教你如何將資料量龐大的內容，於短時間內摘錄重點，並帶你掌握資訊視覺化的精華，利用視覺凸顯簡報重點，讓你迅速掌握醫學簡報製作重點，抓住觀眾注意力。,彭毅弘 Bill,"彭毅弘 (BILL) 是簡報藝術烘焙坊 SlideArtToasters的創辦人暨首席顧問，專精於簡報培訓與線上課程。
簡報培訓部分，BILL已主講超過500場簡報培訓課程， 授課單位包含多家知名企業與醫療機構，參與學員超過7000人次，並獲得平均9.5分的評價。
線上課程部分，BILL亦為全台最大線上簡報社團「10分鐘學簡報交流社團」創始人，並持續連載推出10分鐘學簡報的系列教學影片。此外亦在Hahow線上課程平台推出線上課程，是平台上唯一滿分5顆星的超高評價課程。",31890,1038
A72,5c457d3c192f22002081b776,新手必學的3件事 - 進場點、停損點、停利點,"想在股市長期獲利？一定要學精的 3 個點 - 進場點、停損點、停利點

名師都不露的 3 點，你一定要學會！關於進場點、停損點、停利點的技巧",hohoka,"hohoka 好好教，兒童財商教育的好夥伴。

我們期許自己成為兒童財商領域的探路者，為孩子與家長們尋找適合親子一起成長的財商素養之路。",5121,436
A73,5c3ec9fcf699690021a1bb84,將知識提煉成觀點：鮪魚的獨門閱讀心法！,閱讀心法培養課程，幫助你重拾閱讀習慣，找到最適合自己的閱讀方式。學習從書中有效率的抓到重點，並建立自己獨特的閱讀觀點，將書中內容內化為可使用的知識。,newsveg,「生鮮時書」是專注推廣閱讀、打造課程與節目的知識品牌，我們的理念是：「讓知識為你所用」，教你如何把書中知識提煉出來，解讀時事，解決你生活的問題。同時，我在 Line 原生的音頻學習平台：「通勤學」上，開闢一個以聲音為主的節目《聽時書》。每天五分鐘，帶你應用一本書，分享閱讀心得，每天寫下超過一千字的文章，輸出一個新觀點。在高速輸入知識跟輸出觀點的過程中，我領悟一套獨門的閱讀心法，非常適合現代人學習跟應用，不必擔心自己閱讀太少，我會透過課程，打破你對閱讀的迷思跟障礙，把我日更的閱讀心法傳授給你！,7755,645
A74,5c13b31c11b27900205be501,Kotlin Android 高效開發：全新語言雲端世代,使用 Kotlin 開發雲端 Android APP，活用新一代 Android 架構與技術，加上導入新創產業最熱門的 Firebase 雲端服務，學習 Android 程式開發實務設計方法，取得職場競爭力，搶得正在爆發的軟體開發先機。,Hank Tom,"我一直在程式圈打滾，程式開發到現在寫了 30 年，歷經多次的程式變革。擔任程式設計師、軟體部經理、技術顧問、總監等職。
完成數十個業界專案，包括即時聊天、企業 SIP 通訊、社群分享等 APP 應用系統。
擔任各學校課程與軟體公司、新創團隊企業內訓課程講師。
全球第 18 順位取得 Google  認證 Android 開發員認證，是綠豆湯技術部落格的發起者，發表許多 Android、Java 與 Firebase 等技術文章。",33429,560
A75,5bb7142de6ed7e001e02af68,怪獸工場 - 基礎素描實戰篇,素描基礎課程，想學繪畫卻不知道該如何入門？怪獸工廠的 Blue 藍國峰老師將帶你了解素描的基本要素，學習結構素描、速寫素描、風景素描等技巧，從素描基礎扎根，提升你的藝術繪畫能力！,藍 國峰,"跟創作成為戀人~永遠的熱戀下去吧!

10多年來的教學繪畫經驗
分享給喜歡繪畫的朋友們！
相關怪獸課程網址
https://hahow.in/@bluebobo3333?tr=bluebobo3333",39442,1489
A76,5bb4436ac3964c001eed7975,動畫背後邏輯與創意－臺灣吧知識轉譯力,臺灣吧動畫創意課程，教你運用知識轉譯能力處理繁複資訊。學習臺灣吧如何將大量知識簡化為輕鬆又富創意的動畫短片，除了知識轉譯，還會教你如何製作文本，如何運用創意包裝，寫出具有意義的有趣劇本。,臺灣吧Taiwan Bar,臺灣吧是自產內容的新媒體公司，目標讓臺灣成為數位內容的燈塔。透過詼諧、活潑具美感的方式，醞釀人們探索知識的熱情！,12484,861
A77,5b89fd3d3aeadb001e5ccf52,心智繪圖思考法：繪製你的思維地圖 ,"在每一個人的成長歲月裡，選擇很重要，來這裡跟老師一起學會一種有創意的思考方式。
我會用一個個心智繪圖的故事，貫穿課程，採用互動的教學方式，讓大家一起快樂學習。",mindpicture,"想像力比知識重要，我們若能致力於思維力的訓練，學會如何學習，就有能力完善屬於自己的學習地圖。

    潘國雄 ( Sam 老師 )，鑽研心智繪圖十八年，創設『心智繪圖創意中心』，開辦心智繪圖講座，專精學習檔案研究，致力於心智繪圖教學，同時累積大量的企業案例，隨時盼望與您分享。

    大中小學及幼兒園的師生們、大小企業的高管及同仁……..數千人上過我的課。

    歷年來，累積的作品約有八千多幅 “ 心智繪圖 “，形同擁有一個資料庫。

出版品有 : 
    實用口譯詞彙寶典 ( Mind Words )、
心智繪圖手冊 ( 學生版 )、心智繪圖手冊 ( 企業版 )、漫尚 ( Mind Shining，商業應用 )、及其他無數教案。
",11908,165
A78,5b87af283aeadb001e5c167d,不正經古文講堂：流傳五千年的魯蛇哲學,古文講堂課程，學習古文裡的詞彙與典故，近一步運用於行銷、文案、教學等面向。讀懂古文裡的經典，讓你在生活的談資與對話中更加分，學習古人的生活之道，也許也能藉此找到對生命的解答。,聯經出版,聯經出版創立於1974年5月4日，出版各類型優質內容，已累計出版六千餘種圖書。在這裡，我們希望結合優秀老師，將他們的專業從平面的文字化為立體的影像，開啟遇見知識的更多可能。,11914,328
A79,5b875e55297df5001efb869d,用 Python 理財：打造加密貨幣實戰策略,對於加密貨幣總是覺得複雜，冷眼旁觀錯失獲利良機？覺得加密貨幣風險大，深怕輸光家當？我們用最正確的觀念，最安全的方法，跟你一起研究加密貨幣市場，錯過了上一次，這次絕對不要再錯過了！,FinLab,臺灣量化交易協會 學術顧問台北商業大學 創新育成中心 創業技術顧問法國巴黎薩克萊資工所 博士,34487,2383
A80,5b61928a8011d1001e356102,批判到創新：不是研究生也能學的研究方法,研究方法課程，教你如何搜尋並活用網路上相關的研究成果與資料。想提升批判思考能力，並有效利用他人的研究成果解決問題，學習正確的研究方法，替學業與職場的問題找到可靠、創新的答案。,聯經出版,聯經出版創立於1974年5月4日，出版各類型優質內容，已累計出版六千餘種圖書。在這裡，我們希望結合優秀老師，將他們的專業從平面的文字化為立體的影像，開啟遇見知識的更多可能。,18002,1039
A81,5b289da9a097f1001eeae6d3,伸縮自如的字體課：從基本功到創意風格,字體設計課程，從基礎知識出發的實用系字體課程，由字型設計師曾國榕領進門，教你欣賞字體、掌握選字與用字技巧，帶你解析字體設計的步驟，用自己的風格設計專屬字體。,justfont,justfont 是新世代中文字型設計暨推廣團隊，致力於培育台灣下一世代的字型設計力量，追尋更美好的文字風景。知名作品包含《字型散步》與「金萱」字型家族。2014 年起開辦字體學習課程，由曾國榕擔任講師。除了拆解分析字體的關鍵知識外，更注重實地練習。由認識工具開始，以手繪親近字體。,14123,1714
A82,59f97b57a77a2d001eea8504,【電商正夯】找工作找實習必備 4 大技能,電商必備技能課程，掌握進入電商的基本技能與應用能力。課程將從商品行銷、素材設計開始，到客戶服務與商品出貨的概念與技能，帶你進入電商領域，作為你求職、轉職的即戰力。,TeSA,TeSA 臺灣電子商務創業聯誼會，由利來管理顧問有限公司負責營運。我們的發展目標，包括：匯聚臺灣電商人才、蒐集電商資訊，並促進創業團隊與境外電商的交流。,27381,994
A83,59f57c88e8c1dd001e90a90b,股市投資實務,股市投資實務課程，由淺入深的一堂股票投資課。帶你從零開始深入了解股市的基本分析與投資價值。學習投信、投顧、壽險投資等業界使用的工具與分析方法，帶你找到美股、港股的股市資訊，幫你紮實打好股市投資的實務基礎。,市場異象投資人,"部落格〈市場異象投資人〉及〈市場異象投資人 初階〉主筆；曾擔任金控策略部門分析師，負責分析金融同業的動態及財報，並且計算潛在併購標的的價值；離職後自行創立投資公司，投資自有資金於台股、港股及美股，目前偏重於量化交易、開發經過驗證的股市投資模型。
Ig: stanleyyang741",31096,354
A84,59eca771ed6610001e82f778,財富順流 GPS - 3 步驟打造財務自由藍圖！,課程將教你如何達到財務自由的三個關鍵步驟，從目標設定開始，教你如何看穿投資本質，才能輕鬆避開投資陷阱。接著教你選擇投資工具，找出適合自己的投資標的。最後將傳授投資的心態與心法，教你一步步學會投資，達成財務自由。,KP溫開平,我希望為廣大的職場上班族，解決存不到錢，不會投資，看不到未來的焦慮，並建立按部就班，安全可靠的方法，累積被動收入，達到財務自由！,16185,179
